index	id	week	category	description
71	KPI13	26	Отклонение	МФГ: Не своевременно закрыта приемки ;
72	KPI13	28	Отклонение	ZR: Приемки транзитных коробов бренда BF и ZR были закрыты с опозданием, так как в результате физической приемки коробов были выявлены задввоенные короба. На выявление верного номера короба понадобилось дополнительное время. ;
73	KPI13	32	Отклонение	МФГ: Приемки транзитных коробов были завершены с опозданием из-за большого колличества прихода кросдоковых коробов. Также по приекам возвратов с Питера были расхожения, у операторов заняло больше времени на выяснение расхождений;
74	KPI13	33	Отклонение	МФГ: Приемки транзитных коробов были завершены с опозданием из-за большого колличества прихода кросдоковых коробов. Также по приекам возвратов с Питера были расхожения, у операторов заняло больше времени на выяснение расхождений;
75	KPI13	34	Отклонение	МФГ: Задержки при приёмке транзитных коробов были вызваны большим количеством кросдоковых отправлений и необходимостью сверить возвраты из Санкт-Петербурга. Операторам потребовалось больше времени для выяснения расхождений.;
76	KPI13	35	Отклонение	МФГ: Приемки транзитных коробов были завершены с опозданием из-за большого колличества прихода кросдоковых коробов. Также по приекам возвратов с Питера были расхожения, у операторов заняло больше времени на выяснение расхождений;
77	KPI13	36	Отклонение	МФГ: Большой приход транзитных коробов. Некорректно выгружены документы приемки.;
78	KPI13	37	Отклонение	МФГ: Большой приход транзитных коробов. Некорректно выгружены документы приемки.;
79	KPI13	38	Отклонение	МФГ: Большой приход транзитных коробов. Некорректно выгружены документы приемки.;
80	KPI15	12	Инцидент	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
81	KPI15	13	Инцидент	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
82	KPI15	14	Инцидент	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
83	KPI15	15	Инцидент	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
84	KPI15	16	Инцидент	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
85	KPI15	17	Инцидент	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
86	KPI15	18	Инцидент	МФГ: Приёмка возвратов с маркетплейсов приостановлена в пользу приёмки товара из возвратных коробов;
87	KPI15	21	Отклонение	МФГ: Приёмка возвратов с маркетплейсов приостановлена в пользу ЗНС;
88	KPI15	22	Отклонение	МФГ: Не своевременно закрыты приемки коробов, операторы забывают, пропускают.;
89	KPI15	28	Отклонение	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
90	KPI15	30	Отклонение	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
91	KPI15	32	Отклонение	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
92	KPI15	33	Отклонение	"МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.	Товар	Приемка	Вся неделя;"
93	KPI15	34	Отклонение	МФГ: Не своевременное закрытие приёмок с маркетплейсов из-за большого объёма работ и отсутствия строгой приоритетности. Это приводит к тому, что поздно поступает отклик о завершении работы.;
94	KPI15	35	Отклонение	МФГ: Не своевременно закрыты приемки с Маркетплейсов, поздно поступает отклик о завершении, приемщики не успевают по причине большого объема работ, приоритетность не выставлена строго.;
95	KPI15	36	Отклонение	МФГ: Приоритетность не выставлена, не хватает ресерсов для обработки (персонала);
96	KPI15	37	Отклонение	МФГ: Приоритетность не выставлена, не хватает ресурсов для обработки (персонала);
97	KPI15	38	Отклонение	МФГ: Приоритетность не выставлена, не хватает ресурсов для обработки (персонала);
98	KPI16	20	Инцидент	МФГ: Не своевременность приемки возвратов с маркетплейсов по причине приоритетности ЗНО;
99	KPI16	25	Отклонение	МФГ: опис;
100	KPI16	26	Инцидент	МФГ: Сотрудники на процессе чередуются при работе с ТСД, в результате падает средняя производительность.;
101	KPI18	12	Инцидент	МФГ: Количество немаркированной продукции 23349,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
102	KPI18	13	Инцидент	МФГ: Количество немаркированной продукции 23470,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
103	KPI18	14	Инцидент	МФГ: Количество немаркированной продукции 23233,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
104	KPI18	15	Инцидент	МФГ: Количество немаркированной продукции 18772,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
105	KPI18	16	Инцидент	МФГ: Количество немаркированной продукции 17890,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
106	KPI18	17	Инцидент	МФГ: Количество немаркированной продукции 17760,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
107	KPI18	18	Инцидент	МФГ: Количество немаркированной продукции 16929,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
108	KPI18	19	Инцидент	МФГ: Количество немаркированной продукции 169354,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
109	KPI18	20	Инцидент	МФГ: Количество немаркированной продукции 18151,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
110	KPI18	21	Отклонение	МФГ: Количество немаркированной продукции 16732,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
111	KPI18	22	Отклонение	МФГ: Количество немаркированной продукции 16977,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
112	KPI18	24	Отклонение	МФГ: Количество немаркированной продукции 16501,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
113	KPI18	28	Отклонение	МФГ: Количество немаркированной продукции 22169, нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
114	KPI18	29	Отклонение	МФГ: Количество немаркированной продукции 18299, нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
115	KPI18	30	Отклонение	МФГ: Количество немаркированной продукции 18454, нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
116	KPI18	35	Отклонение	МФГ: Количество немаркированной продукции 11119,нет свободных ресурсов, резервы по заказам не позволяющие обрабатывать конкретный бренд.;
117	KPI18	36	Отклонение	МФГ: Нет свободных ресурсов для выполнения перемаркировки товара отдельным процессом.;
118	KPI18	37	Отклонение	МФГ: Нет свободных ресурсов для выполнения перемаркировки товара отдельным процессом.;
119	KPI18	38	Отклонение	МФГ: Нет свободных ресурсов для выполнения перемаркировки товара отдельным процессом.;
120	KPI21	9	Отклонение	МФГ: BF недоборы по утилизации.ZR пересечение с ранее выгруженными заявками;
121	KPI21	16	Инцидент	"МФГ: По заказу Z002371991 недобор составил 496 ед. из 498 ед. С отделом ОВЛ недобор согласован, так как товар пошел в приоритетный ЗНС. 
;"
122	KPI21	17	Инцидент	"МФГ: По заказам Z002448854, Z002448892, Z002448833  недобор составил 628 по причине выбраковки товара на контроле. Также бренд запросил изъять весь артикул из ЗНС 002448854 артикул 3805040205
;"
123	KPI21	20	Инцидент	"ZR: По заказам ZARINA было выписано больше ед., чем есть на остатках.
;"
124	KPI21	21	Инцидент	"ZR: По заказам ZARINA было выписано больше ед., чем есть на остатках. Также бренд попросил выгрузить ЗНС до определенной даты. Срок выполнения ЗНС бренда не устроил 
;"
125	KPI21	22	Отклонение	"BF: По заказам BF на откланения приемки были выписаны заявки пересекающиеся друг с другом
ЗНС: 002668179, 002567831, 002523795;"
126	KPI21	26	Отклонение	МФГ: Проблемы с перемаркировкой товара;
127	KPI21	31	Отклонение	ZR: ЗНС: 002970497,002970433, 002970434,002970499 были созданы на оснавании транзитных коробов, которые принимались в момент создания ЗНС.  В процессе приемки товар был разбракован. Были выявлены излишки и недостачи. В процессе планирования данных ЗНС было выявлено, что товар который требуется в заказ в разных статусах, а также отсутствует на остатках. Было принято решение собирать ЗНС в тех статусах, в которых ед. товара больше на остатках склада УЗ.;
128	KPI21	32	Отклонение	МФГ: Был выявлен другой статус товра при комплектации ЗНС.;
129	KPI21	33	Отклонение	"МФГ: Было отобрано меньше ед в заказы 002970500, 002970502, 002970503, 002970713, 002970714, 002970420, 002970422, 002970423, 002970705, 002970698, 002970699,002970704 по причине другого статуса товара, отсутствия на остатках
;"
130	KPI21	34	Отклонение	МФГ: На складе не смогли отобрать товары в заказы № 2970501, 002970715 и 002970716, поскольку они имели другой статус или отсутствовали на остатках.;
131	KPI21	36	Инцидент	МФГ: По заявкам 003167798, 003167729, 003167803 (LR)  было собрано половина запланированного обьема из-за необходимости срочной отргузки. По заявкам 003129936, 003144765, 003150073, 003150115, 003129840 (ZR) товар в другом статусе.;
132	KPI21	37	Отклонение	LR: Было отобрано меньше ед в заказы 003234625 003234581 003234583 по причине другого статуса товара, отсутствия на остатках;
133	KPI21	38	Отклонение	BF: Другой статус товара на остатках склада;
134	KPI22	6	Отклонение	МФГ: Комплектация заказа №1 прошла с задержкой;
135	KPI22	13	Инцидент	МФГ: Поздно был скорректирован заказ (потеряны короба на поляне, поиск);
136	KPI22	14	Инцидент	МФГ: Поздно был скорректированы заказ на утилизацию;
137	KPI22	16	Инцидент	"МФГ: Комплектации заказов для ""Отклонения приемки наборов"" были выполнены с задержкой, так как были более приоритетные ЗНС;"
138	KPI22	22	Отклонение	"МФГ: Комплектации заказов для ""Отклонения приемки наборов"" были выполнены с задержкой, так как были более приоритетные ЗНС;"
139	KPI22	30	Отклонение	МФГ: Были выгружены более приоритетные заявки: 002942116, 002938933;
140	KPI22	32	Отклонение	ZR: По ЗНС 002996830 велись поиски ед для подбора в заказ. По заказам ZR комплектация была завершена не вовремя, так как были выгружены приоритетные заявки по BF;
141	KPI22	33	Отклонение	ZR: По заказам ZR была просрочена комплектации из-за допланирования заказов.;
142	KPI22	35	Отклонение	ZR: Комплектация по заказам ZR была просрочена из-за дополнительного планирования заказов.;
143	KPI28	7	Отклонение	ID: SELA - не своевременная проводка документов в 1С. IDOL - ОжП 10107694 принята как оборудование, отгружалась частично как товар.;
144	KPI28	9	Отклонение	BF: IDOL  ОжП 10107694 принята как оборудование, отгружалась частично как товар.SL,BF - в 1С не проведены несколько перемещений.;
145	KPI28	19	Отклонение	"BF: В 1С проведена  Накладная на реализацию MF000102498, в WMS (Z002441343,Z002441389) статус Готов к отгрузке; 
ID: Не корректный учет и проводки по форме;"
146	KPI29	37	Отклонение	МФГ: Малогабаритные короба ждут уплотнения;
147	KPI32	12	Инцидент	МФГ: ЗНС Z002307787 отменена, т.к товар физичестки отсутствует на складе УЗ. По системе товар не перенесен в LOST.;
148	KPI32	37	Отклонение	МФГ: В работе большая сортировка LR;
149	KPI33	17	Инцидент	МФГ: Зона готовых заказов заполнена на 165% по причине большого вывоза транзитных коробов из розницы на склад Ф-Логистик Кучино ;
150	KPI33	19	Инцидент	МФГ: Зона готовых заказов заполнена на 143% по причине большого вывоза транзитных коробов из розницы на OZON, а также по причине неотгруженных скомплектованных заказов со стока;
151	KPI33	20	Инцидент	ZR: Зона готовых заказов заполнена на 160% по причине неотгруженных скомплектованных заказов со стока ZARINA;
152	KPI33	31	Отклонение	ZR: Зона готовых заказов заполнена на 95% по причине неотгруженных скоплектованных заказов ZR и BF;
153	KPI33	32	Отклонение	ZR: Зона котовых заказов заполнена на 152% так как ZR выписала заявки с большим объемом;
154	KPI33	35	Отклонение	ZR: Зона готовых заказов заполнена на 152% так как ZR выписала заявки с большим объемом;
155	KPI33	36	Отклонение	ZR: ZR не вывозит готовые ЗНС;
156	KPI33	37	Отклонение	МФГ: ZR и LR не вывозит готовые ЗНС;
157	KPI33	38	Отклонение	МФГ: BF, SL, ZR и LR не вывозит готовые ЗНС;
158	KPI34	32	Сбой	МФГ: Технический сбой тсд привел к простою работы склада оборудования. Заявка ХД 202408129967 ;
159	KPI34	37	Отклонение	МФГ: Нет возвратов с закрытий магазинов;
160	KPI35	36	Отклонение	SL: Ведется переписка с брендом о не подписанном оборудовании.;
161	KPI35	37	Отклонение	МФГ: В работе, количество незначительное;
162	KPI36	1	Инцидент	BF: Лондон Молл BF-2 (СПб) SO000113535/PO000022210 магазин получил не полную комплектацию;
163	KPI36	2	Сбой	"МФГ: PO000022335 КОМПЛЕКТ ЛИСТОВОК-шаблонов ""АКЦИЯ"" // А4+А5 по 100 шт.Некоректная приемка товара.;"
164	KPI36	4	Сбой	МФГ: PO000022667 Датчик антикражный Golf 54 гольф чёрный ракушка Акустомагнитный принят неверно;
165	KPI36	6	Сбой	"МФГ: PO000022236, PO000022126, PO000022237 Принято на обезличенную номенклатуру, приёмки не закрыты.; 
ZR: Мегаполис-2, ZR (Гатчина) SO000117296/PO000023082 Товар числился в TR_IN ,после ,его обнулили (643504407)Кронштейн фронтальный белый, краш.металл (Franch);"
166	KPI36	8	Сбой	"МФГ: PO000023388 Вешалки не соответствуют номенклатуре; 
МФГ: PO000023446 Набор ящиков плетеных, 36*26*11см товар был задвоен на остатках скада;"
167	KPI36	10	Сбой	"МФГ: Склад 643273852 ЛампаLEDE277W220V; 
МФГ: Склад 643295506/4-08-03-4 Вешалка черная прорезиненная блузочная EISHO LR, магазин получил не тот товар;"
168	KPI36	11	Инцидент	"ZR: Старший менеджер по снабжению На одной номенклатуре числится разный вид оборудования..; 
BF: Сити Парк BF-2 (Саранск) Приемка Не верно была принята номенклатура, крючки с разной длиной на одну бельевые и обычные;"
169	KPI36	11	Сбой	BF: BF 128955 Заявку 000128955 мы не можем отгрузить в полном объеме, т.к. у нас возник пересорт.;
170	KPI36	12	Инцидент	ZR: оборудование бренда 643194070 Ошибки по приемке на корректность определения  Держатель для фронта белый, краш.металл, а должен быть Кронштейн навесной пристенный горизонтальный ZR, крашен.металл RU ZA-HH12-M09.RU;
171	KPI36	14	Сбой	"МФГ: склад   TR00224508/ 7000984071 643291321  /  Кронштейн для боковой развески нержавейка BF; 
МФГ: Мармелад BF (Череповец) PO000024252 были излишне отгружена позиция Рука для аксессуаров 43см, до локтя правая BF-MD-015; 
МФГ: Склад PO000024352 Вместо заявленных 2 шт. было отгружено 30 шт.,;"
172	KPI36	16	Инцидент	ID: Авиапарк ID.STF.029-01 Термоэтикетка S 40*20 мм, белые рулон ID  не прихоит этикетка;
173	KPI36	16	Сбой	"МФГ: Склад PO000024604 Наклейка в примерочную ""мобильный"";"
174	KPI36	20	Инцидент	SL: Сити Молл SL (СПб) SO000124536/ 000134125 вместо 643454180(Вешалка черная MNZ41 Блузочная_антискользящая накл.) на магазин прислали детскую вешалку. На коробке стикер женская вешалка. ;
175	KPI36	21	Инцидент	BF: Склад Склад Штора в примерочную кабину для магазина Лотос Плаза BF-2 (Петрозаводск);
176	KPI36	25	Сбой	LR: Склад Джокерная система, Фланец высокий d25 LR;
177	KPI36	26	Сбой	LR: Склад Джокерная система, Фланец высокий d25 LR;
178	KPI36	29	Сбой	"МФГ: Склад Передал оборудование с товарного склада без приемки на склад оборудования; 
МФГ: Склад Передал оборудование с товарного склада без приемки на склад оборудования, тем самым задвоил приемку;"
179	KPI36	31	Инцидент	"SL: Меркурий SL-2 (СПб) SO000132115 ПРИЕМЩИК не соединил комплектом ""new"" и ""collection"". Из-за чего сборщик ошибочно собрал new collection без ""new"" - 643495278;"
180	KPI36	32	Сбой	МФГ: Технический сбой тсд привел к простою работы склада оборудования. Заявка ХД 202408129967 ;
181	KPI36	37	Отклонение	МФГ: В работе, количество незначительное;
182	KPI38	37	Отклонение	МФГ: Сколько есть;
183	KPI39	1	Инцидент	SL: Планета SL (Пермь) SO000113164/PR00154762 Ценникодержатель для напольного кронштейна А4 GU на магазин поступил не тот товар;
184	KPI39	2	Инцидент	"ID: МореМолл ID (Сочи) SO000112078/PR00154747 ИТ-оборудование, короб. Не верный отбор коробов по системе.; 
ID: МореМолл ID (Сочи) PR00154958 магазин получил товар в 2р больше, чем заказал; 
BF: Мирный BF (Зеленодольск) SO000113823/PR00155203 Магазин получил товар упаковками, заказ был сделан штуками; 
ZR: Горизонт LR-3 (Ростов-на-Дону) PR00154731 Светильник светодиодный PHILIPS PANEL RC048 (34mm) 36Вт 595x595x34 магазин получил товар в коробках, а не штуках;"
185	KPI39	2	Сбой	ZR: Космос ZR (Ставрополь) PR00155035 повреждение ТМЦ;
186	KPI39	6	Сбой	LR: Каскад2 LR (Чебоксары) SO000116621 / PR00159245 Оборудование для франчезера LR ИП ЛЕЩЕВА ЕКАТЕРИНА АЛЕКСАНДРОВНА. магазин не получил заказанный товар в полном объеме;
187	KPI39	7	Инцидент	"BF: Галерея Чижова BF-3 (Воронеж) 000123435 / SO000117224 Шторы 13 штук. - 643153985. магазин получил чужие шторы; 
ZR: Ярмарка ZR-3 (Астрахань) PR00159833 / 000123232 / SO000117489 Держатель для стены и арки ZR к-т 6 шт - 643499286. Магазин не получил полный комплект.; 
SL: МореМолл SL (Сочи)  SO000117514  / 000126980 Номерки для примерочных с прорезными цифрами (100*300 мм), SL, перегруз;"
188	KPI39	8	Инцидент	"BF: Мармелад BF (Череповец) 000122562/PR00160268 Рука для аксессуаров 43см, до локтя правая BF-MD-015 Магазин получил заказ в коробах, а не штуках; 
ID: IDOL Павелецкая Плаза 000126831 / SO000117347 / PR00160105 Термоэтикетка S 40*20 мм, белые рулон ID. магазин не получил заказ; 
BF: Склад  SO000117224, SO000117222
SO000117428, SO000117429
 Магазины получили не свои шторы;"
189	KPI39	9	Инцидент	МФГ: Июнь BF (СПб) PR00160813/ O000117697 /000000716407 Шторы befree недовоз;
190	KPI39	9	Сбой	МФГ: Склад PR00160869 Размерник на вешалку синий XL. Халатное отношение;
191	KPI39	11	Инцидент	SL: Шоколад SL (Москва) SO000119267 / 000128905 Номерки для примерочных с прорезными цифрами (100*300 мм), SL перегруз;
192	KPI39	12	Инцидент	"МФГ: Оборудование офиса SO000120062 / 000129557 Стол офисный 1400 мм х 700 мм белый FIN/ Получил 9 столов, судя по увиденному нам прислали даже те 2 стола. На одном столе сломаны ножки, а другом сильно поцарапана столешница.; 
BF: Эко Парк Мурино BF (СПб) 000129835 / PR00164021 Огнетушитель ОП-4(з) АВСЕ Отправлен огнетушитель без документов;"
193	KPI39	12	Сбой	МФГ: Склад PR00163755 Полка большая для бельевой ниши 620*300 RUS LR, магазин получил лишний товар;
